school,conference,school_id,year,division,conference_id
Florida St.,ACC,234,2016,1,821
Florida St.,ACC,234,2017,1,821
Florida St.,ACC,234,2018,1,821
Florida St.,ACC,234,2019,1,821
Fordham,Atlantic 10,236,2002,1,820
Fordham,Atlantic 10,236,2003,1,820
Fordham,Atlantic 10,236,2004,1,820
Fordham,Atlantic 10,236,2005,1,820
Fordham,Atlantic 10,236,2006,1,820
Fordham,Atlantic 10,236,2007,1,820
Fordham,Atlantic 10,236,2008,1,820
Fordham,Atlantic 10,236,2009,1,820
Fordham,Atlantic 10,236,2010,1,820
Fordham,Atlantic 10,236,2011,1,820
Fordham,Atlantic 10,236,2012,1,820
Fordham,Atlantic 10,236,2013,1,820
Fordham,Atlantic 10,236,2014,1,820
Fordham,Atlantic 10,236,2015,1,820
Fordham,Atlantic 10,236,2016,1,820
Fordham,Atlantic 10,236,2017,1,820
Fordham,Atlantic 10,236,2018,1,820
Fordham,Atlantic 10,236,2019,1,820
Fresno St.,WAC,96,2002,1,923
Fresno St.,WAC,96,2003,1,923
Fresno St.,WAC,96,2004,1,923
Fresno St.,WAC,96,2005,1,923
Fresno St.,WAC,96,2006,1,923
Fresno St.,WAC,96,2007,1,923
Fresno St.,WAC,96,2008,1,923
Fresno St.,WAC,96,2009,1,923
Fresno St.,WAC,96,2010,1,923
Fresno St.,WAC,96,2011,1,923
Fresno St.,WAC,96,2012,1,923
Fresno St.,MWC,96,2013,1,5486
Fresno St.,MWC,96,2014,1,5486
Fresno St.,MWC,96,2015,1,5486
Fresno St.,MWC,96,2016,1,5486
Fresno St.,MWC,96,2017,1,5486
Fresno St.,MWC,96,2018,1,5486
Fresno St.,MWC,96,2019,1,5486
Frostburg St.,Independent,243,2002,1,0
Furman,SoCon,244,2002,1,912
Furman,SoCon,244,2003,1,912
Furman,SoCon,244,2004,1,912
Furman,SoCon,244,2005,1,912
Furman,SoCon,244,2006,1,912
Furman,SoCon,244,2007,1,912
Furman,SoCon,244,2008,1,912
Furman,SoCon,244,2009,1,912
Furman,SoCon,244,2010,1,912
Furman,SoCon,244,2011,1,912
Furman,SoCon,244,2012,1,912
Furman,SoCon,244,2013,1,912
Furman,SoCon,244,2014,1,912
Furman,SoCon,244,2015,1,912
Furman,SoCon,244,2016,1,912
Furman,SoCon,244,2017,1,912
Furman,SoCon,244,2018,1,912
Furman,SoCon,244,2019,1,912
Ga. Southern,SoCon,253,2002,1,912
Ga. Southern,SoCon,253,2003,1,912
Ga. Southern,SoCon,253,2004,1,912
Ga. Southern,SoCon,253,2005,1,912
Ga. Southern,SoCon,253,2006,1,912
Ga. Southern,SoCon,253,2007,1,912
Ga. Southern,SoCon,253,2008,1,912
Ga. Southern,SoCon,253,2009,1,912
Ga. Southern,SoCon,253,2010,1,912
Ga. Southern,SoCon,253,2011,1,912
Ga. Southern,SoCon,253,2012,1,912
Ga. Southern,SoCon,253,2013,1,912
Ga. Southern,SoCon,253,2014,1,912
Ga. Southern,Sun Belt,253,2015,1,818
Ga. Southern,Sun Belt,253,2016,1,818
Ga. Southern,Sun Belt,253,2017,1,818
Ga. Southern,Sun Belt,253,2018,1,818
Ga. Southern,Sun Belt,253,2019,1,818
Gardner-Webb,ASUN,1092,2003,1,920
Gardner-Webb,ASUN,1092,2004,1,920
Gardner-Webb,ASUN,1092,2005,1,920
Gardner-Webb,ASUN,1092,2006,1,920
Gardner-Webb,ASUN,1092,2007,1,920
Gardner-Webb,ASUN,1092,2008,1,920
Gardner-Webb,Big South,1092,2009,1,826
Gardner-Webb,Big South,1092,2010,1,826
Gardner-Webb,Big South,1092,2011,1,826
Gardner-Webb,Big South,1092,2012,1,826
Gardner-Webb,Big South,1092,2013,1,826
Gardner-Webb,Big South,1092,2014,1,826
Gardner-Webb,Big South,1092,2015,1,826
Gardner-Webb,Big South,1092,2016,1,826
Gardner-Webb,Big South,1092,2017,1,826
Gardner-Webb,Big South,1092,2018,1,826
Gardner-Webb,Big South,1092,2019,1,826
George Mason,CAA,248,2002,1,837
George Mason,CAA,248,2003,1,837
George Mason,CAA,248,2004,1,837
George Mason,CAA,248,2005,1,837
George Mason,CAA,248,2006,1,837
George Mason,CAA,248,2007,1,837
George Mason,CAA,248,2008,1,837
George Mason,CAA,248,2009,1,837
George Mason,CAA,248,2010,1,837
George Mason,CAA,248,2011,1,837
George Mason,CAA,248,2012,1,837
George Mason,CAA,248,2013,1,837
George Mason,Atlantic 10,248,2014,1,820
George Mason,Atlantic 10,248,2015,1,820
George Mason,Atlantic 10,248,2016,1,820
George Mason,Atlantic 10,248,2017,1,820
George Mason,Atlantic 10,248,2018,1,820
George Mason,Atlantic 10,248,2019,1,820
George Washington,Atlantic 10,249,2002,1,820
George Washington,Atlantic 10,249,2003,1,820
George Washington,Atlantic 10,249,2004,1,820
George Washington,Atlantic 10,249,2005,1,820
George Washington,Atlantic 10,249,2006,1,820
George Washington,Atlantic 10,249,2007,1,820
George Washington,Atlantic 10,249,2008,1,820
George Washington,Atlantic 10,249,2009,1,820
George Washington,Atlantic 10,249,2010,1,820
George Washington,Atlantic 10,249,2011,1,820
George Washington,Atlantic 10,249,2012,1,820
George Washington,Atlantic 10,249,2013,1,820
George Washington,Atlantic 10,249,2014,1,820
George Washington,Atlantic 10,249,2015,1,820
George Washington,Atlantic 10,249,2016,1,820
George Washington,Atlantic 10,249,2017,1,820
George Washington,Atlantic 10,249,2018,1,820
George Washington,Atlantic 10,249,2019,1,820
Georgetown,AAC,251,2002,1,823
Georgetown,AAC,251,2003,1,823
Georgetown,AAC,251,2004,1,823
Georgetown,AAC,251,2005,1,823
Georgetown,AAC,251,2006,1,823
Georgetown,AAC,251,2007,1,823
Georgetown,AAC,251,2008,1,823
Georgetown,AAC,251,2009,1,823
Georgetown,AAC,251,2010,1,823
Georgetown,AAC,251,2011,1,823
Georgetown,AAC,251,2012,1,823
Georgetown,AAC,251,2013,1,823
Georgetown,Big East,251,2014,1,30184
Georgetown,Big East,251,2015,1,30184
Georgetown,Big East,251,2016,1,30184
Georgetown,Big East,251,2017,1,30184
Georgetown,Big East,251,2018,1,30184
Georgetown,Big East,251,2019,1,30184
Georgia,SEC,257,2002,1,911
Georgia,SEC,257,2003,1,911
Georgia,SEC,257,2004,1,911
Georgia,SEC,257,2005,1,911
Georgia,SEC,257,2006,1,911
Georgia,SEC,257,2007,1,911
Georgia,SEC,257,2008,1,911
Georgia,SEC,257,2009,1,911
Georgia,SEC,257,2010,1,911
Georgia,SEC,257,2011,1,911
Georgia,SEC,257,2012,1,911
Georgia,SEC,257,2013,1,911
Georgia,SEC,257,2014,1,911
Georgia,SEC,257,2015,1,911
Georgia,SEC,257,2016,1,911
Georgia,SEC,257,2017,1,911
Georgia,SEC,257,2018,1,911
Georgia,SEC,257,2019,1,911
Georgia St.,ASUN,254,2002,1,920
Georgia St.,ASUN,254,2003,1,920
Georgia St.,ASUN,254,2004,1,920
Georgia St.,ASUN,254,2005,1,920
Georgia St.,CAA,254,2006,1,837
Georgia St.,CAA,254,2007,1,837
Georgia St.,CAA,254,2008,1,837
Georgia St.,CAA,254,2009,1,837
Georgia St.,CAA,254,2010,1,837
Georgia St.,CAA,254,2011,1,837
Georgia St.,CAA,254,2012,1,837
Georgia St.,CAA,254,2013,1,837
Georgia St.,Sun Belt,254,2014,1,818
Georgia St.,Sun Belt,254,2015,1,818
Georgia St.,Sun Belt,254,2016,1,818
Georgia St.,Sun Belt,254,2017,1,818
Georgia St.,Sun Belt,254,2018,1,818
Georgia St.,Sun Belt,254,2019,1,818
Georgia Tech,ACC,255,2002,1,821
Georgia Tech,ACC,255,2003,1,821
Georgia Tech,ACC,255,2004,1,821
Georgia Tech,ACC,255,2005,1,821
Georgia Tech,ACC,255,2006,1,821
Georgia Tech,ACC,255,2007,1,821
Georgia Tech,ACC,255,2008,1,821
Georgia Tech,ACC,255,2009,1,821
Georgia Tech,ACC,255,2010,1,821
Georgia Tech,ACC,255,2011,1,821
Georgia Tech,ACC,255,2012,1,821
Georgia Tech,ACC,255,2013,1,821
Georgia Tech,ACC,255,2014,1,821
Georgia Tech,ACC,255,2015,1,821
Georgia Tech,ACC,255,2016,1,821
Georgia Tech,ACC,255,2017,1,821
Georgia Tech,ACC,255,2018,1,821
Georgia Tech,ACC,255,2019,1,821
Gonzaga,WCC,260,2002,1,922
Gonzaga,WCC,260,2003,1,922
Gonzaga,WCC,260,2004,1,922
Gonzaga,WCC,260,2005,1,922
Gonzaga,WCC,260,2006,1,922
Gonzaga,WCC,260,2007,1,922
Gonzaga,WCC,260,2008,1,922
Gonzaga,WCC,260,2009,1,922
Gonzaga,WCC,260,2010,1,922
Gonzaga,WCC,260,2011,1,922
Gonzaga,WCC,260,2012,1,922
Gonzaga,WCC,260,2013,1,922
Gonzaga,WCC,260,2014,1,922
Gonzaga,WCC,260,2015,1,922
Gonzaga,WCC,260,2016,1,922
Gonzaga,WCC,260,2017,1,922
Gonzaga,WCC,260,2018,1,922
Gonzaga,WCC,260,2019,1,922
Grambling,SWAC,261,2002,1,916
Grambling,SWAC,261,2003,1,916
Grambling,SWAC,261,2004,1,916
Grambling,SWAC,261,2005,1,916
Grambling,SWAC,261,2006,1,916
Grambling,SWAC,261,2007,1,916
Grambling,SWAC,261,2008,1,916
Grambling,SWAC,261,2009,1,916
Grambling,SWAC,261,2010,1,916
Grambling,SWAC,261,2011,1,916
Grambling,SWAC,261,2012,1,916
Grambling,SWAC,261,2013,1,916
Grambling,SWAC,261,2014,1,916
Grambling,SWAC,261,2015,1,916
Grambling,SWAC,261,2016,1,916
Grambling,SWAC,261,2017,1,916
Grambling,SWAC,261,2018,1,916
Grambling,SWAC,261,2019,1,916
Grand Canyon,Independent,1104,2005,1,0
Grand Canyon,Independent,1104,2006,1,0
Grand Canyon,PacWest,1104,2009,1,19591
Grand Canyon,WAC,1104,2014,1,923
Grand Canyon,WAC,1104,2015,1,923
Grand Canyon,WAC,1104,2016,1,923
Grand Canyon,WAC,1104,2017,1,923
Grand Canyon,WAC,1104,2018,1,923
Grand Canyon,WAC,1104,2019,1,923
Hartford,America East,272,2002,1,845
Hartford,America East,272,2003,1,845
Hartford,America East,272,2004,1,845
Hartford,America East,272,2005,1,845
Hartford,America East,272,2006,1,845
Hartford,America East,272,2007,1,845
Hartford,America East,272,2008,1,845
Hartford,America East,272,2009,1,845
Hartford,America East,272,2010,1,845
Hartford,America East,272,2011,1,845
Hartford,America East,272,2012,1,845
Hartford,America East,272,2013,1,845
Hartford,America East,272,2014,1,845
Hartford,America East,272,2015,1,845
Hartford,America East,272,2016,1,845
Hartford,America East,272,2017,1,845
Hartford,America East,272,2018,1,845
Hartford,America East,272,2019,1,845
Harvard,Ivy League,275,2002,1,865
Harvard,Ivy League,275,2003,1,865
Harvard,Ivy League,275,2004,1,865
Harvard,Ivy League,275,2005,1,865
Harvard,Ivy League,275,2006,1,865
Harvard,Ivy League,275,2007,1,865
Harvard,Ivy League,275,2008,1,865
Harvard,Ivy League,275,2009,1,865
Harvard,Ivy League,275,2010,1,865
Harvard,Ivy League,275,2011,1,865
Harvard,Ivy League,275,2012,1,865
Harvard,Ivy League,275,2013,1,865
Harvard,Ivy League,275,2014,1,865
Harvard,Ivy League,275,2015,1,865
Harvard,Ivy League,275,2016,1,865
Harvard,Ivy League,275,2017,1,865
Harvard,Ivy League,275,2018,1,865
Harvard,Ivy League,275,2019,1,865
Hawaii,WAC,277,2002,1,923
Hawaii,WAC,277,2003,1,923
Hawaii,WAC,277,2004,1,923
Hawaii,WAC,277,2005,1,923
Hawaii,WAC,277,2006,1,923
Hawaii,WAC,277,2007,1,923
Hawaii,WAC,277,2008,1,923
Hawaii,WAC,277,2009,1,923
Hawaii,WAC,277,2010,1,923
Hawaii,WAC,277,2011,1,923
Hawaii,WAC,277,2012,1,923
Hawaii,Big West,277,2013,1,904
Hawaii,Big West,277,2014,1,904
Hawaii,Big West,277,2015,1,904
Hawaii,Big West,277,2016,1,904
Hawaii,Big West,277,2017,1,904
Hawaii,Big West,277,2018,1,904
Hawaii,Big West,277,2019,1,904
Hawaii Hilo,Independent,2697,2002,1,0
Hawaii Hilo,Independent,2697,2003,1,0
Hawaii Hilo,Independent,2697,2004,1,0
Hawaii Hilo,Independent,2697,2005,1,0
Hawaii Hilo,Independent,2697,2006,1,0
Hawaii Hilo,Independent,2697,2007,1,0
Hawaii Hilo,Independent,2697,2008,1,0
Hawaii Hilo,PacWest,2697,2009,1,19591
Hawaii Pacific,Independent,2696,2003,1,0
Hawaii Pacific,Independent,2696,2004,1,0
Hawaii Pacific,Independent,2696,2005,1,0
Hawaii Pacific,Independent,2696,2006,1,0
Hawaii Pacific,Independent,2696,2007,1,0
Hawaii Pacific,Independent,2696,2008,1,0
Hawaii Pacific,PacWest,2696,2009,1,19591
High Point,Big South,19651,2002,1,826
High Point,Big South,19651,2003,1,826
High Point,Big South,19651,2004,1,826
High Point,Big South,19651,2005,1,826
High Point,Big South,19651,2006,1,826
High Point,Big South,19651,2007,1,826
High Point,Big South,19651,2008,1,826
High Point,Big South,19651,2009,1,826
High Point,Big South,19651,2010,1,826
High Point,Big South,19651,2011,1,826
High Point,Big South,19651,2012,1,826
High Point,Big South,19651,2013,1,826
High Point,Big South,19651,2014,1,826
High Point,Big South,19651,2015,1,826
High Point,Big South,19651,2016,1,826
High Point,Big South,19651,2017,1,826
High Point,Big South,19651,2018,1,826
High Point,Big South,19651,2019,1,826
Hilbert,ECAC,8398,2002,1,847
Hilbert,Independent,8398,2003,1,0
Hofstra,CAA,283,2002,1,837
Hofstra,CAA,283,2003,1,837
Hofstra,CAA,283,2004,1,837
Hofstra,CAA,283,2005,1,837
Hofstra,CAA,283,2006,1,837
Hofstra,CAA,283,2007,1,837
Hofstra,CAA,283,2008,1,837
Hofstra,CAA,283,2009,1,837
Hofstra,CAA,283,2010,1,837
Hofstra,CAA,283,2011,1,837
Hofstra,CAA,283,2012,1,837
Hofstra,CAA,283,2013,1,837
Hofstra,CAA,283,2014,1,837
Hofstra,CAA,283,2015,1,837
Hofstra,CAA,283,2016,1,837
Hofstra,CAA,283,2017,1,837
Hofstra,CAA,283,2018,1,837
Hofstra,CAA,283,2019,1,837
Holy Cross,Patriot,285,2002,1,838
Holy Cross,Patriot,285,2003,1,838
Holy Cross,Patriot,285,2004,1,838
Holy Cross,Patriot,285,2005,1,838
Holy Cross,Patriot,285,2006,1,838
Holy Cross,Patriot,285,2007,1,838
Holy Cross,Patriot,285,2008,1,838
Holy Cross,Patriot,285,2009,1,838
Holy Cross,Patriot,285,2010,1,838
Holy Cross,Patriot,285,2011,1,838
Holy Cross,Patriot,285,2012,1,838
Holy Cross,Patriot,285,2013,1,838
Holy Cross,Patriot,285,2014,1,838
Holy Cross,Patriot,285,2015,1,838
Holy Cross,Patriot,285,2016,1,838
Holy Cross,Patriot,285,2017,1,838
Holy Cross,Patriot,285,2018,1,838
Holy Cross,Patriot,285,2019,1,838
Houston,C-USA,288,2002,1,24312
Houston,C-USA,288,2003,1,24312
Houston,C-USA,288,2004,1,24312
Houston,C-USA,288,2005,1,24312
Houston,C-USA,288,2006,1,24312
Houston,C-USA,288,2007,1,24312
Houston,C-USA,288,2008,1,24312
Houston,C-USA,288,2009,1,24312
Houston,C-USA,288,2010,1,24312
Houston,C-USA,288,2011,1,24312
Houston,C-USA,288,2012,1,24312
Houston,C-USA,288,2013,1,24312
Houston,AAC,288,2014,1,823
Houston,AAC,288,2015,1,823
Houston,AAC,288,2016,1,823
Houston,AAC,288,2017,1,823
Houston,AAC,288,2018,1,823
Houston,AAC,288,2019,1,823
Houston Baptist,GWC,287,2011,1,30062
Houston Baptist,GWC,287,2012,1,30062
Houston Baptist,GWC,287,2013,1,30156
Houston Baptist,Southland,287,2014,1,914
Houston Baptist,Southland,287,2015,1,914
Houston Baptist,Southland,287,2016,1,914
Houston Baptist,Southland,287,2017,1,914
Houston Baptist,Southland,287,2018,1,914
Houston Baptist,Southland,287,2019,1,914
Howard,MEAC,290,2002,1,876
Illinois,Big Ten,301,2002,1,827
Illinois,Big Ten,301,2003,1,827
Illinois,Big Ten,301,2004,1,827
Illinois,Big Ten,301,2005,1,827
Illinois,Big Ten,301,2006,1,827
Illinois,Big Ten,301,2007,1,827
Illinois,Big Ten,301,2008,1,827
Illinois,Big Ten,301,2009,1,827
Illinois,Big Ten,301,2010,1,827
Illinois,Big Ten,301,2011,1,827
Illinois,Big Ten,301,2012,1,827
Illinois,Big Ten,301,2013,1,827
Illinois,Big Ten,301,2014,1,827
Illinois,Big Ten,301,2015,1,827
Illinois,Big Ten,301,2016,1,827
Illinois,Big Ten,301,2017,1,827
Illinois,Big Ten,301,2018,1,827
Illinois,Big Ten,301,2019,1,827
Illinois St.,MVC,299,2002,1,884
Illinois St.,MVC,299,2003,1,884
Illinois St.,MVC,299,2004,1,884
Illinois St.,MVC,299,2005,1,884
Illinois St.,MVC,299,2006,1,884
Illinois St.,MVC,299,2007,1,884
Illinois St.,MVC,299,2008,1,884
Illinois St.,MVC,299,2009,1,884
Illinois St.,MVC,299,2010,1,884
Illinois St.,MVC,299,2011,1,884
Illinois St.,MVC,299,2012,1,884
Illinois St.,MVC,299,2013,1,884
Illinois St.,MVC,299,2014,1,884
Illinois St.,MVC,299,2015,1,884
Illinois St.,MVC,299,2016,1,884
Illinois St.,MVC,299,2017,1,884
Illinois St.,MVC,299,2018,1,884
Illinois St.,MVC,299,2019,1,884
Incarnate Word,Southland,2743,2014,1,914
Incarnate Word,Southland,2743,2015,1,914
Incarnate Word,Southland,2743,2016,1,914
Incarnate Word,Southland,2743,2017,1,914
Incarnate Word,Southland,2743,2018,1,914
Incarnate Word,Southland,2743,2019,1,914
Indiana,Big Ten,306,2002,1,827
Indiana,Big Ten,306,2003,1,827
Indiana,Big Ten,306,2004,1,827
Indiana,Big Ten,306,2005,1,827
Indiana,Big Ten,306,2006,1,827
Indiana,Big Ten,306,2007,1,827
Indiana,Big Ten,306,2008,1,827
Indiana,Big Ten,306,2009,1,827
Indiana,Big Ten,306,2010,1,827
Indiana,Big Ten,306,2011,1,827
Indiana,Big Ten,306,2012,1,827
Indiana,Big Ten,306,2013,1,827
Indiana,Big Ten,306,2014,1,827
Indiana,Big Ten,306,2015,1,827
Indiana,Big Ten,306,2016,1,827
Indiana,Big Ten,306,2017,1,827
Indiana,Big Ten,306,2018,1,827
Indiana,Big Ten,306,2019,1,827
Indiana St.,MVC,305,2002,1,884
Indiana St.,MVC,305,2003,1,884
Indiana St.,MVC,305,2004,1,884
Indiana St.,MVC,305,2005,1,884
Indiana St.,MVC,305,2006,1,884
Indiana St.,MVC,305,2007,1,884
Indiana St.,MVC,305,2008,1,884
Indiana St.,MVC,305,2009,1,884
Indiana St.,MVC,305,2010,1,884
Indiana St.,MVC,305,2011,1,884
Indiana St.,MVC,305,2012,1,884
Indiana St.,MVC,305,2013,1,884
Indiana St.,MVC,305,2014,1,884
Indiana St.,MVC,305,2015,1,884
Indiana St.,MVC,305,2016,1,884
Indiana St.,MVC,305,2017,1,884
Indiana St.,MVC,305,2018,1,884
Indiana St.,MVC,305,2019,1,884
Iona,MAAC,310,2002,1,871
Iona,MAAC,310,2003,1,871
Iona,MAAC,310,2004,1,871
Iona,MAAC,310,2005,1,871
Iona,MAAC,310,2006,1,871
Iona,MAAC,310,2007,1,871
Iona,MAAC,310,2008,1,871
Iona,MAAC,310,2009,1,871
Iona,MAAC,310,2010,1,871
Iona,MAAC,310,2011,1,871
Iona,MAAC,310,2012,1,871
Iona,MAAC,310,2013,1,871
Iona,MAAC,310,2014,1,871
Iona,MAAC,310,2015,1,871
Iona,MAAC,310,2016,1,871
Iona,MAAC,310,2017,1,871
Iona,MAAC,310,2018,1,871
Iona,MAAC,310,2019,1,871
Iowa,Big Ten,312,2002,1,827
Iowa,Big Ten,312,2003,1,827
Iowa,Big Ten,312,2004,1,827
Iowa,Big Ten,312,2005,1,827
Iowa,Big Ten,312,2006,1,827
Iowa,Big Ten,312,2007,1,827
Iowa,Big Ten,312,2008,1,827
Iowa,Big Ten,312,2009,1,827
Iowa,Big Ten,312,2010,1,827
Iowa,Big Ten,312,2011,1,827
Iowa,Big Ten,312,2012,1,827
Iowa,Big Ten,312,2013,1,827
Iowa,Big Ten,312,2014,1,827
Iowa,Big Ten,312,2015,1,827
Iowa,Big Ten,312,2016,1,827
Iowa,Big Ten,312,2017,1,827
Iowa,Big Ten,312,2018,1,827
Iowa,Big Ten,312,2019,1,827
Jackson St.,SWAC,314,2002,1,916
Jackson St.,SWAC,314,2003,1,916
Jackson St.,SWAC,314,2004,1,916
Jackson St.,SWAC,314,2005,1,916
Jackson St.,SWAC,314,2006,1,916
Jackson St.,SWAC,314,2007,1,916
Jackson St.,SWAC,314,2008,1,916
Jackson St.,SWAC,314,2009,1,916
Jackson St.,SWAC,314,2010,1,916
Jackson St.,SWAC,314,2011,1,916
Jackson St.,SWAC,314,2012,1,916
Jackson St.,SWAC,314,2013,1,916
Jackson St.,SWAC,314,2014,1,916
Jackson St.,SWAC,314,2015,1,916
Jackson St.,SWAC,314,2016,1,916
Jackson St.,SWAC,314,2017,1,916
Jackson St.,SWAC,314,2018,1,916
Jackson St.,SWAC,314,2019,1,916
Jacksonville,ASUN,316,2002,1,920
Jacksonville,ASUN,316,2003,1,920
Jacksonville,ASUN,316,2004,1,920
Jacksonville,ASUN,316,2005,1,920
Jacksonville,ASUN,316,2006,1,920
Jacksonville,ASUN,316,2007,1,920
Jacksonville,ASUN,316,2008,1,920
Jacksonville,ASUN,316,2009,1,920
Jacksonville,ASUN,316,2010,1,920
Jacksonville,ASUN,316,2011,1,920
Jacksonville,ASUN,316,2012,1,920
Jacksonville,ASUN,316,2013,1,920
Jacksonville,ASUN,316,2014,1,920
Jacksonville,ASUN,316,2015,1,920
Jacksonville,ASUN,316,2016,1,920
Jacksonville,ASUN,316,2017,1,920
Jacksonville,ASUN,316,2018,1,920
Jacksonville,ASUN,316,2019,1,920
Jacksonville St.,ASUN,315,2002,1,920
Jacksonville St.,ASUN,315,2003,1,920
Jacksonville St.,OVC,315,2004,1,902
Jacksonville St.,OVC,315,2005,1,902
Jacksonville St.,OVC,315,2006,1,902
Jacksonville St.,OVC,315,2007,1,902
Jacksonville St.,OVC,315,2008,1,902
Jacksonville St.,OVC,315,2009,1,902
Jacksonville St.,OVC,315,2010,1,902
Jacksonville St.,OVC,315,2011,1,902
Jacksonville St.,OVC,315,2012,1,902
Jacksonville St.,OVC,315,2013,1,902
Jacksonville St.,OVC,315,2014,1,902
Jacksonville St.,OVC,315,2015,1,902
Jacksonville St.,OVC,315,2016,1,902
Jacksonville St.,OVC,315,2017,1,902
Jacksonville St.,OVC,315,2018,1,902
Jacksonville St.,OVC,315,2019,1,902
James Madison,CAA,317,2002,1,837
James Madison,CAA,317,2003,1,837
James Madison,CAA,317,2004,1,837
James Madison,CAA,317,2005,1,837
James Madison,CAA,317,2006,1,837
James Madison,CAA,317,2007,1,837
James Madison,CAA,317,2008,1,837
James Madison,CAA,317,2009,1,837
James Madison,CAA,317,2010,1,837
James Madison,CAA,317,2011,1,837
James Madison,CAA,317,2012,1,837
James Madison,CAA,317,2013,1,837
James Madison,CAA,317,2014,1,837
James Madison,CAA,317,2015,1,837
James Madison,CAA,317,2016,1,837
James Madison,CAA,317,2017,1,837
James Madison,CAA,317,2018,1,837
James Madison,CAA,317,2019,1,837
Kansas,Big 12,328,2002,1,25354
Kansas,Big 12,328,2003,1,25354
Kansas,Big 12,328,2004,1,25354
Kansas,Big 12,328,2005,1,25354
Kansas,Big 12,328,2006,1,25354
Kansas,Big 12,328,2007,1,25354
Kansas,Big 12,328,2008,1,25354
Kansas,Big 12,328,2009,1,25354
Kansas,Big 12,328,2010,1,25354
Kansas,Big 12,328,2011,1,25354
Kansas,Big 12,328,2012,1,25354
Kansas,Big 12,328,2013,1,25354
Kansas,Big 12,328,2014,1,25354
Kansas,Big 12,328,2015,1,25354
Kansas,Big 12,328,2016,1,25354
Kansas,Big 12,328,2017,1,25354
Kansas,Big 12,328,2018,1,25354
Kansas,Big 12,328,2019,1,25354
Kansas St.,Big 12,327,2002,1,25354
Kansas St.,Big 12,327,2003,1,25354
Kansas St.,Big 12,327,2004,1,25354
Kansas St.,Big 12,327,2005,1,25354
Kansas St.,Big 12,327,2006,1,25354
Kansas St.,Big 12,327,2007,1,25354
Kansas St.,Big 12,327,2008,1,25354
Kansas St.,Big 12,327,2009,1,25354
Kansas St.,Big 12,327,2010,1,25354
Kansas St.,Big 12,327,2011,1,25354
Kansas St.,Big 12,327,2012,1,25354
Kansas St.,Big 12,327,2013,1,25354
Kansas St.,Big 12,327,2014,1,25354
Kansas St.,Big 12,327,2015,1,25354
Kansas St.,Big 12,327,2016,1,25354
Kansas St.,Big 12,327,2017,1,25354
Kansas St.,Big 12,327,2018,1,25354
Kansas St.,Big 12,327,2019,1,25354
Kennesaw St.,Independent,1157,2006,1,0
Kennesaw St.,ASUN,1157,2007,1,920
Kennesaw St.,ASUN,1157,2008,1,920
Kennesaw St.,ASUN,1157,2009,1,920
Kennesaw St.,ASUN,1157,2010,1,920
Kennesaw St.,ASUN,1157,2011,1,920
Kennesaw St.,ASUN,1157,2012,1,920
Kennesaw St.,ASUN,1157,2013,1,920
Kennesaw St.,ASUN,1157,2014,1,920
Kennesaw St.,ASUN,1157,2015,1,920
Kennesaw St.,ASUN,1157,2016,1,920
Kennesaw St.,ASUN,1157,2017,1,920
Kennesaw St.,ASUN,1157,2018,1,920
Kennesaw St.,ASUN,1157,2019,1,920
Kent St.,MAC,331,2002,1,875
Kent St.,MAC,331,2003,1,875
Kent St.,MAC,331,2004,1,875
Kent St.,MAC,331,2005,1,875
Kent St.,MAC,331,2006,1,875
Kent St.,MAC,331,2007,1,875
Kent St.,MAC,331,2008,1,875
Kent St.,MAC,331,2009,1,875
Kent St.,MAC,331,2010,1,875
Kent St.,MAC,331,2011,1,875
Kent St.,MAC,331,2012,1,875
Kent St.,MAC,331,2013,1,875
Kent St.,MAC,331,2014,1,875
Kent St.,MAC,331,2015,1,875
Kent St.,MAC,331,2016,1,875
Kent St.,MAC,331,2017,1,875
Kent St.,MAC,331,2018,1,875
Kent St.,MAC,331,2019,1,875
Kentucky,SEC,334,2002,1,911
Kentucky,SEC,334,2003,1,911
Kentucky,SEC,334,2004,1,911
Kentucky,SEC,334,2005,1,911
Kentucky,SEC,334,2006,1,911
Kentucky,SEC,334,2007,1,911
Kentucky,SEC,334,2008,1,911
Kentucky,SEC,334,2009,1,911
Kentucky,SEC,334,2010,1,911
Kentucky,SEC,334,2011,1,911
Kentucky,SEC,334,2012,1,911
Kentucky,SEC,334,2013,1,911
Kentucky,SEC,334,2014,1,911
Kentucky,SEC,334,2015,1,911
Kentucky,SEC,334,2016,1,911
Kentucky,SEC,334,2017,1,911
Kentucky,SEC,334,2018,1,911
Kentucky,SEC,334,2019,1,911
Keuka,ECAC,1159,2002,1,847
Keuka,Independent,1159,2003,1,0
Keuka,Independent,1159,2004,1,0
La Salle,Atlantic 10,340,2002,1,820
La Salle,Atlantic 10,340,2003,1,820
La Salle,Atlantic 10,340,2004,1,820
La Salle,Atlantic 10,340,2005,1,820
La Salle,Atlantic 10,340,2006,1,820
La Salle,Atlantic 10,340,2007,1,820
La Salle,Atlantic 10,340,2008,1,820
La Salle,Atlantic 10,340,2009,1,820
La Salle,Atlantic 10,340,2010,1,820
La Salle,Atlantic 10,340,2011,1,820
La Salle,Atlantic 10,340,2012,1,820
La Salle,Atlantic 10,340,2013,1,820
La Salle,Atlantic 10,340,2014,1,820
La Salle,Atlantic 10,340,2015,1,820
La Salle,Atlantic 10,340,2016,1,820
La Salle,Atlantic 10,340,2017,1,820
